CYCLE	LEAVES	SPROUTS	FLOWERS	FRUITS	mineral
192	39.97765	0	0	0	69.966568
193	39.897695	0	0	0	70.366568
194	39.817899	0	0	0	70.766568
195	39.738264	0	0	0	71.166568
196	39.658787	0	0	0	71.566568
197	39.57947	0	0	0	71.966568
198	39.500311	0	0	0	72.366568
199	39.42131	0	0	0	72.766559
200	39.342467	0	0	0	72.766559
201	39.263782	0	0	0	72.766559
202	39.185255	0	0	0	72.766559
203	39.106884	0	0	0	72.766559
204	39.028671	0	0	0	72.766559
205	38.950613	0	0	0	72.766559
206	38.872712	0	0	0	72.766559
207	38.794967	0	0	0	72.766559
208	38.717377	0	0	0	72.766559
209	38.639942	0	0	0	72.766559
210	44.370287	0	0	0	71.81818
211	48.850981	0	0	0	70.995132
212	48.899126	0	0	0	70.96656
213	48.947038	0	0	0	70.937989
214	48.994717	0	0	0	70.909418
215	49.042165	0	0	0	70.880846
216	49.089384	0	0	0	70.852275
217	49.136375	0	0	0	70.823703
218	49.183137	0	0	0	70.795132
219	49.229671	0	0	0	70.76656
220	49.27598	0	0	0	70.737989
221	49.322064	0	0	0	70.709418
222	49.367924	0	0	0	70.680846
223	49.413563	0	0	0	70.652275
224	49.458982	0	0	0	70.623703
225	49.504179	0	0	0	70.595132
226	49.549156	0	0	0	70.56656
227	49.593916	0	0	0	70.537989
228	49.638458	0	0	0	70.509417
229	49.682784	0	0	0	70.480846
230	49.726893	0	0	0	70.452275
231	49.770788	0	0	0	70.423703
232	49.81447	0	0	0	70.395132
233	49.857943	0	0	0	70.36656
234	49.901203	0	0	0	70.337989
235	49.944253	0	0	0	70.309417
236	49.987094	0	0	0	70.280846
237	50.02973	0	0	0	70.252275
238	50.072156	0	0	0	70.223703
239	50.114376	0	0	0	70.195132
240	50.156391	0	0	0	70.16656
241	50.198204	0	0	0	70.137989
242	50.239815	0	0	0	70.109417
243	50.281225	0	0	0	70.080846
244	50.322432	0	0	0	70.052275
245	50.363438	0	0	0	70.023703
246	50.404246	0	0	0	69.995132
247	50.444856	0	0	0	69.96656
248	50.485268	0	0	0	69.937989
249	50.525486	0	0	0	69.909417
250	50.56551	0	0	0	69.880846
251	50.605339	0	0	0	69.852275
252	50.644975	0	0	0	69.823703
253	50.684416	0	0	0	69.795132
254	50.723667	0	0	0	69.76656
255	50.762727	0	0	0	69.737989
256	50.801597	0	0	0	69.709417
257	50.840281	0	0	0	69.680846
258	50.878774	0	0	0	69.652275
259	50.917081	0	0	0	69.623703
260	50.815247	0	0	0	69.623703
261	50.713616	0	0	0	69.623703
262	50.612189	0	0	0	69.623703
263	50.510965	0	0	0	69.623703
264	50.409943	0	0	0	69.623703
265	50.309123	0	0	0	69.623703
266	50.208505	0	0	0	69.623703
267	50.108088	0	0	0	69.623703
268	50.007872	0	0	0	69.623703
269	49.907856	0	0	0	69.623703
270	49.80804	0	0	0	69.623703
271	49.708424	0	0	0	69.623703
272	49.609007	0	0	0	69.623703
273	49.509789	0	0	0	69.623703
274	49.41077	0	0	0	69.623703
275	49.311948	0	0	0	69.623703
276	49.213324	0	0	0	69.623703
277	49.114897	0	0	0	69.623703
278	49.016668	0	0	0	69.623703
279	48.918634	0	0	0	69.623703
280	48.820797	0	0	0	69.623703
281	48.723155	0	0	0	69.623703
282	48.625709	0	0	0	69.623703
283	48.528458	0	0	0	69.623703
284	48.431401	0	0	0	69.623703
285	48.334538	0	0	0	69.623703
286	48.237869	0	0	0	69.623703
287	48.141393	0	0	0	69.623703
288	48.04511	0	0	0	69.623703
289	47.94902	0	0	0	69.623703
290	47.853122	0	0	0	69.623703
291	47.757416	0	0	0	69.623703
292	47.661901	0	0	0	69.623703
293	47.566577	0	0	0	69.623703
294	47.471444	0	0	0	69.623703
295	47.376501	0	0	0	69.623703
296	47.281748	0	0	0	69.623703
297	47.187185	0	0	0	69.623703
298	47.09281	0	0	0	69.623703
299	46.998625	0	0	0	69.623703
300	46.904627	0	0	0	69.623703
301	46.810818	0	0	0	69.623703
302	46.717197	0	0	0	69.623703
303	46.623762	0	0	0	69.623703
304	46.530515	0	0	0	69.623703
305	46.437454	0	0	0	69.623703
306	46.344579	0	0	0	69.623703
307	46.25189	0	0	0	69.623703
308	46.159386	0	0	0	69.623703
309	46.067067	0	0	0	69.623703
310	45.974933	0	0	0	69.623703
311	45.882983	0	0	0	69.623703
312	45.791217	0	0	0	69.623703
313	45.699635	0	0	0	69.623703
314	45.608235	0	0	0	69.623703
315	45.517019	0	0	0	69.623703
316	45.425985	0	0	0	69.623703
317	45.335133	0	0	0	69.623703
318	45.244463	0	0	0	69.623703
319	45.153974	0	0	0	69.623703
320	50.485881	0	0	0	68.633097
321	54.243347	0	0	0	67.852276
322	54.265332	0	0	0	67.823704
323	54.287212	0	0	0	67.795133
324	54.308984	0	0	0	67.766561
325	54.33065	0	0	0	67.73799
326	54.352214	0	0	0	67.709418
327	54.37367	0	0	0	67.680847
328	54.395024	0	0	0	67.652276
329	54.416275	0	0	0	67.623704
330	54.43742	0	0	0	67.595133
331	54.458465	0	0	0	67.566561
332	54.479408	0	0	0	67.53799
333	54.500248	0	0	0	67.509418
334	54.520985	0	0	0	67.480847
335	54.541623	0	0	0	67.452276
336	54.562162	0	0	0	67.423704
337	54.582602	0	0	0	67.395133
338	54.602943	0	0	0	67.366561
339	54.623185	0	0	0	67.33799
340	54.643329	0	0	0	67.309418
341	54.663373	0	0	0	67.280847
342	54.683322	0	0	0	67.252276
343	54.703172	0	0	0	67.223704
344	54.722927	0	0	0	67.195133
345	54.742587	0	0	0	67.166561
346	54.762151	0	0	0	67.13799
347	54.78162	0	0	0	67.109418
348	54.800995	0	0	0	67.080847
349	54.820274	0	0	0	67.052276
350	54.839461	0	0	0	67.023704
351	54.858554	0	0	0	66.995133
352	54.877555	0	0	0	66.966561
353	54.896464	0	0	0	66.93799
354	54.915283	0	0	0	66.909418
355	54.93401	0	0	0	66.880847
356	54.952645	0	0	0	66.852275
357	54.97119	0	0	0	66.823704
358	54.989642	0	0	0	66.795133
359	55.008008	0	0	0	66.766561
360	55.026282	0	0	0	66.73799
361	55.044468	0	0	0	66.709418
362	55.062567	0	0	0	66.680847
363	55.080578	0	0	0	66.652275
364	55.098502	0	0	0	66.623704
365	55.116338	0	0	0	66.595133
366	55.134086	0	0	0	66.566561
367	55.151751	0	0	0	66.53799
368	55.169328	0	0	0	66.509418
369	55.186822	0	0	0	66.480847
370	55.076448	0	0	0	66.480847
371	54.966295	0	0	0	66.480847
372	54.856363	0	0	0	66.480847
373	54.74665	0	0	0	66.480847
374	54.637157	0	0	0	66.480847
375	54.527882	0	0	0	66.480847
376	54.418827	0	0	0	66.480847
377	54.309989	0	0	0	66.480847
378	54.201369	0	0	0	66.480847
379	54.092966	0	0	0	66.480847
380	53.98478	0	0	0	66.480847
381	53.876811	0	0	0	66.480847
382	53.769057	0	0	0	66.480847
383	53.661519	0	0	0	66.480847
384	53.554196	0	0	0	66.480847
385	53.447088	0	0	0	66.480847
386	53.340193	0	0	0	66.480847
387	53.233513	0	0	0	66.480847
388	53.127046	0	0	0	66.480847
389	53.020792	0	0	0	66.480847
390	52.91475	0	0	0	66.480847
391	52.808921	0	0	0	66.480847
392	52.703303	0	0	0	66.480847
393	52.597896	0	0	0	66.480847
394	52.492701	0	0	0	66.480847
395	52.387715	0	0	0	66.480847
396	52.28294	0	0	0	66.480847
397	52.178374	0	0	0	66.480847
398	52.074017	0	0	0	66.480847
399	51.969869	0	0	0	66.480847
400	51.865929	0	0	0	66.480847
401	51.762197	0	0	0	66.480847
402	51.658673	0	0	0	66.480847
403	51.555356	0	0	0	66.480847
404	51.452245	0	0	0	66.480847
405	51.349341	0	0	0	66.480847
406	51.246642	0	0	0	66.480847
407	51.144149	0	0	0	66.480847
408	51.04186	0	0	0	66.480847
409	50.939777	0	0	0	66.480847
410	50.837897	0	0	0	66.480847
411	50.736221	0	0	0	66.480847
412	50.634749	0	0	0	66.480847
413	50.533479	0	0	0	66.480847
414	50.432412	0	0	0	66.480847
415	50.331548	0	0	0	66.480847
416	50.230884	0	0	0	66.480847
417	50.130423	0	0	0	66.480847
418	50.030162	0	0	0	66.480847
419	49.930101	0	0	0	66.480847
420	49.830241	0	0	0	66.480847
421	49.730581	0	0	0	66.480847
422	49.63112	0	0	0	66.480847
423	49.531857	0	0	0	66.480847
424	49.432794	0	0	0	66.480847
425	49.333928	0	0	0	66.480847
426	49.23526	0	0	0	66.480847
427	49.13679	0	0	0	66.480847
428	49.038516	0	0	0	66.480847
429	48.940439	0	0	0	66.480847
430	53.936014	0	0	0	65.481296
431	57.376602	0	0	0	64.709419
432	57.383386	0	0	0	64.680848
433	57.390136	0	0	0	64.652276
434	57.396855	0	0	0	64.623705
435	57.40354	0	0	0	64.595133
436	57.410195	0	0	0	64.566562
437	57.416816	0	0	0	64.537991
438	57.423406	0	0	0	64.509419
439	57.429961	0	0	0	64.480848
440	57.436487	0	0	0	64.452276
441	57.442982	0	0	0	64.423705
442	57.449442	0	0	0	64.395133
443	57.455872	0	0	0	64.366562
444	57.462272	0	0	0	64.337991
445	57.468641	0	0	0	64.309419
446	57.47498	0	0	0	64.280848
447	57.481288	0	0	0	64.252276
448	57.487566	0	0	0	64.223705
449	57.493814	0	0	0	64.195133
450	57.500031	0	0	0	64.166562
451	57.506217	0	0	0	64.137991
452	57.512373	0	0	0	64.109419
453	57.518499	0	0	0	64.080848
454	57.524594	0	0	0	64.052276
455	57.530658	0	0	0	64.023705
456	57.536696	0	0	0	63.995133
457	57.542704	0	0	0	63.966562
458	57.548681	0	0	0	63.937991
459	57.554632	0	0	0	63.909419
460	57.560552	0	0	0	63.880848
461	57.566445	0	0	0	63.852276
462	57.572308	0	0	0	63.823705
463	57.578144	0	0	0	63.795133
464	57.58395	0	0	0	63.766562
465	57.589729	0	0	0	63.737991
466	57.595478	0	0	0	63.709419
467	57.6012	0	0	0	63.680848
468	57.606895	0	0	0	63.652276
469	57.612564	0	0	0	63.623705
470	57.618202	0	0	0	63.595133
471	57.623814	0	0	0	63.566562
472	57.629399	0	0	0	63.537991
473	57.634957	0	0	0	63.509419
474	57.640489	0	0	0	63.480848
475	57.645994	0	0	0	63.452276
476	57.651472	0	0	0	63.423705
477	57.656924	0	0	0	63.395133
478	57.662349	0	0	0	63.366562
479	57.667747	0	0	0	63.337991
480	57.552412	0	0	0	63.337991
481	57.437307	0	0	0	63.337991
482	57.322432	0	0	0	63.337991
483	57.207787	0	0	0	63.337991
484	57.093372	0	0	0	63.337991
485	56.979185	0	0	0	63.337991
486	56.865227	0	0	0	63.337991
487	56.751496	0	0	0	63.337991
488	56.637993	0	0	0	63.337991
489	56.524717	0	0	0	63.337991
490	56.411668	0	0	0	63.337991
491	56.298844	0	0	0	63.337991
492	56.186247	0	0	0	63.337991
493	56.073874	0	0	0	63.337991
494	55.961727	0	0	0	63.337991
495	55.849803	0	0	0	63.337991
496	55.738103	0	0	0	63.337991
497	55.626627	0	0	0	63.337991
498	55.515374	0	0	0	63.337991
499	55.404343	0	0	0	63.337991
500	55.293535	0	0	0	63.337991
501	55.182947	0	0	0	63.337991
502	55.072582	0	0	0	63.337991
503	54.962436	0	0	0	63.337991
504	54.852512	0	0	0	63.337991
505	54.742807	0	0	0	63.337991
506	54.633321	0	0	0	63.337991
507	54.524054	0	0	0	63.337991
508	54.415006	0	0	0	63.337991
509	54.306176	0	0	0	63.337991
510	54.197564	0	0	0	63.337991
511	54.089169	0	0	0	63.337991
512	53.98099	0	0	0	63.337991
513	53.873028	0	0	0	63.337991
514	53.765282	0	0	0	63.337991
515	53.657752	0	0	0	63.337991
516	53.550436	0	0	0	63.337991
517	53.443335	0	0	0	63.337991
518	53.336449	0	0	0	63.337991
519	53.229776	0	0	0	63.337991
520	53.123316	0	0	0	63.337991
521	53.01707	0	0	0	63.337991
522	52.911035	0	0	0	63.337991
523	52.805213	0	0	0	63.337991
524	52.699603	0	0	0	63.337991
525	52.594204	0	0	0	63.337991
526	52.489015	0	0	0	63.337991
527	52.384037	0	0	0	63.337991
528	52.279269	0	0	0	63.337991
529	52.174711	0	0	0	63.337991
530	52.070361	0	0	0	63.337991
531	51.966221	0	0	0	63.337991
532	51.862288	0	0	0	63.337991
533	51.758564	0	0	0	63.337991
534	51.655046	0	0	0	63.337991
535	51.551736	0	0	0	63.337991
536	51.448633	0	0	0	63.337991
537	51.345736	0	0	0	63.337991
538	51.243044	0	0	0	63.337991
539	51.140558	0	0	0	63.337991
540	55.911912	0	0	0	62.338511
541	59.196654	0	0	0	61.566563
542	59.19461	0	0	0	61.537991
543	59.192573	0	0	0	61.50942
544	59.190548	0	0	0	61.480849
545	59.18853	0	0	0	61.452277
546	59.186524	0	0	0	61.423706
547	59.184529	0	0	0	61.395134
548	59.182541	0	0	0	61.366563
549	59.180565	0	0	0	61.337991
550	59.178597	0	0	0	61.30942
551	59.17664	0	0	0	61.280848
552	59.174691	0	0	0	61.252277
553	59.172753	0	0	0	61.223706
554	59.170823	0	0	0	61.195134
555	59.168904	0	0	0	61.166563
556	59.166993	0	0	0	61.137991
557	59.165094	0	0	0	61.10942
558	59.163201	0	0	0	61.080848
559	59.161317	0	0	0	61.052277
560	59.159444	0	0	0	61.023706
561	59.157578	0	0	0	60.995134
562	59.155724	0	0	0	60.966563
563	59.153878	0	0	0	60.937991
564	59.152039	0	0	0	60.90942
565	59.150212	0	0	0	60.880848
566	59.148392	0	0	0	60.852277
567	59.14658	0	0	0	60.823706
568	59.144779	0	0	0	60.795134
569	59.142986	0	0	0	60.766563
570	59.1412	0	0	0	60.737991
571	59.139423	0	0	0	60.70942
572	59.137656	0	0	0	60.680848
573	59.135897	0	0	0	60.652277
574	59.134146	0	0	0	60.623706
575	59.132402	0	0	0	60.595134
576	59.13067	0	0	0	60.566563
577	59.128945	0	0	0	60.537991
578	59.127228	0	0	0	60.50942
579	59.125519	0	0	0	60.480848
580	59.123817	0	0	0	60.452277
581	59.122127	0	0	0	60.423706
582	59.120444	0	0	0	60.395134
583	59.118769	0	0	0	60.366563
584	59.117102	0	0	0	60.337991
585	59.115442	0	0	0	60.30942
586	59.11379	0	0	0	60.280848
587	59.112145	0	0	0	60.252277
588	59.110508	0	0	0	60.223706
589	59.108878	0	0	0	60.195134
590	58.990661	0	0	0	60.195134
591	58.872679	0	0	0	60.195134
592	58.754934	0	0	0	60.195134
593	58.637424	0	0	0	60.195134
594	58.520149	0	0	0	60.195134
595	58.403109	0	0	0	60.195134
596	58.286303	0	0	0	60.195134
597	58.16973	0	0	0	60.195134
598	58.053391	0	0	0	60.195134
599	57.937284	0	0	0	60.195134
600	57.821409	0	0	0	60.195134
601	57.705766	0	0	0	60.195134
602	57.590355	0	0	0	60.195134
603	57.475174	0	0	0	60.195134
604	57.360224	0	0	0	60.195134
605	57.245503	0	0	0	60.195134
606	57.131012	0	0	0	60.195134
607	57.01675	0	0	0	60.195134
608	56.902717	0	0	0	60.195134
609	56.788911	0	0	0	60.195134
610	56.675334	0	0	0	60.195134
611	56.561983	0	0	0	60.195134
612	56.448859	0	0	0	60.195134
613	56.335961	0	0	0	60.195134
614	56.223289	0	0	0	60.195134
615	56.110843	0	0	0	60.195134
616	55.998621	0	0	0	60.195134
617	55.886624	0	0	0	60.195134
618	55.774851	0	0	0	60.195134
619	55.663301	0	0	0	60.195134
620	55.551974	0	0	0	60.195134
621	55.44087	0	0	0	60.195134
622	55.329989	0	0	0	60.195134
623	55.219329	0	0	0	60.195134
624	55.10889	0	0	0	60.195134
625	54.998672	0	0	0	60.195134
626	54.888675	0	0	0	60.195134
627	54.778898	0	0	0	60.195134
628	54.66934	0	0	0	60.195134
629	54.560001	0	0	0	60.195134
630	54.450881	0	0	0	60.195134
631	54.341979	0	0	0	60.195134
632	54.233295	0	0	0	60.195134
633	54.124829	0	0	0	60.195134
634	54.016579	0	0	0	60.195134
635	53.908546	0	0	0	60.195134
636	53.800729	0	0	0	60.195134
637	53.693127	0	0	0	60.195134
638	53.585741	0	0	0	60.195134
639	53.47857	0	0	0	60.195134
640	53.371613	0	0	0	60.195134
641	53.264869	0	0	0	60.195134
642	53.15834	0	0	0	60.195134
643	53.052023	0	0	0	60.195134
644	52.945919	0	0	0	60.195134
645	52.840027	0	0	0	60.195134
646	52.734347	0	0	0	60.195134
647	52.628878	0	0	0	60.195134
648	52.52362	0	0	0	60.195134
649	52.418573	0	0	0	60.195134
