CYCLE	LEAVES	SPROUTS	FLOWERS	FRUITS	mineral
520	81.0099	2.28431	31.895124	3.519987	0
521	80.84788	2.28431	31.775043	3.640068	0
522	80.686185	2.28431	31.655415	3.759697	0
523	80.524812	2.28431	31.536236	3.878875	0
524	80.363763	2.28431	31.417505	3.997605	0
525	80.203035	2.28431	31.299223	4.115888	0
526	80.042629	2.28431	31.181385	4.233726	0
527	79.882544	2.28431	31.063992	4.35112	0
528	79.722779	2.28431	30.947041	4.468072	0
529	79.563333	2.28431	30.830528	4.584583	0
530	79.404206	2.28431	30.714455	4.700656	0
531	79.245398	2.28431	30.598818	4.816292	0
532	79.086907	2.28431	30.483618	4.931493	0
533	78.928733	2.28431	30.368851	5.04626	0
534	78.770876	2.28431	30.254517	5.160594	0
535	78.613334	2.28431	30.140612	5.274499	0
536	78.456107	2.28431	30.027136	5.387974	0
537	78.299195	2.28431	29.914087	5.501023	0
538	78.142597	2.28431	29.801464	5.613645	0
539	77.986312	0	0	0	0
540	78.709126	0	0	0	0
541	79.401639	0	0	0	0
542	80.06512	0	0	0	0
543	80.700793	0	0	0	0
544	81.309818	0	0	0	0
545	81.893312	0	0	0	0
546	82.452341	0	0	0	0
547	82.987943	0	0	0	0
548	83.50109	0	0	0	0
549	83.992727	0	0	0	0
550	84.463752	0	0	0	0
551	84.915035	0	0	0	0
552	85.347396	0	0	0	0
553	85.761635	0	0	0	0
554	86.158507	0	0	0	0
555	86.538742	0	0	0	0
556	86.90304	0	0	0	0
557	87.252064	0	0	0	0
558	87.586454	0	0	0	0
559	87.906827	0	0	0	0
560	88.213775	0	0	0	0
561	88.037348	2.666667	0	0	0
562	87.861271	5.262222	0	0	0
563	88.170123	5.262222	0	0	0
564	87.99378	7.788563	0	0	0
565	88.297081	7.788563	0	0	0
566	88.120487	10.247535	0	0	0
567	87.944242	12.640934	0	0	0
568	88.249623	12.640934	0	0	0
569	88.073127	14.97051	0	0	0
570	87.896981	17.237963	0	0	0
571	88.204341	17.237963	0	0	0
572	88.027929	19.44495	0	0	0
573	87.851875	21.593084	0	0	0
574	88.161123	21.593084	0	0	0
575	87.984803	23.683935	0	0	0
576	88.179169	23.683935	0	0	0.091159
577	88.00281	25.864393	0	0	0.062588
578	87.826802	27.982553	0	0	0.034017
579	87.998257	27.982553	0	0	0.148302
580	88.164481	27.982553	0	0	0.262588
581	87.988153	30.040195	0	0	0.234017
582	88.15469	30.040195	0	0	0.348302
583	87.978377	32.039047	0	0	0.319731
584	88.14521	32.039047	0	0	0.434017
585	87.96892	33.980789	0	0	0.405445
586	88.136043	33.980789	0	0	0.519731
587	87.959768	35.867054	0	0	0.491159
588	88.127164	35.867054	0	0	0.605445
589	87.950912	37.699425	0	0	0.576874
590	87.775011	32.699425	5	0	0.676874
591	87.599461	28.362564	9.33686	0	0.776874
592	87.424262	24.600893	13.098531	0	0.876874
593	87.249413	21.338125	16.361299	0	0.976874
594	87.074914	18.508091	19.191332	0	1.076874
595	86.900764	16.0534	21.646024	0	1.176874
